Date,Open_USD_RUB,High_USD_RUB,Low_USD_RUB,Close_USD_RUB,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2019-08-04,65.2240982056,65.4833984375,64.8292999268,65.2265014648,0,0.0,0.0,RUB=X,,,RUB
2019-08-05,65.7070999146,66.0919036865,64.9708023071,65.7199020386,0,0.0,0.0,RUB=X,,,RUB
2019-08-06,65.243598938,65.6790008545,64.9390029907,65.2543029785,0,0.0,0.0,RUB=X,,,RUB
2019-08-07,65.3491973877,65.4169998169,65.0350036621,65.3292007446,0,0.0,0.0,RUB=X,,,RUB
2019-08-08,65.0792007446,65.5049972534,65.0218963623,65.0772018433,0,0.0,0.0,RUB=X,,,RUB
2019-08-11,65.3059997559,65.6630020142,65.2185974121,65.2788009644,0,0.0,0.0,RUB=X,,,RUB
2019-08-12,65.4105987549,65.8529968262,64.9280014038,65.4125976562,0,0.0,0.0,RUB=X,,,RUB
2019-08-13,64.8768005371,66.0370025635,64.8748016357,64.8805007935,0,0.0,0.0,RUB=X,,,RUB
2019-08-14,66.0451965332,66.5530014038,65.6352005005,66.0465011597,0,0.0,0.0,RUB=X,,,RUB
2019-08-15,66.0535964966,66.4741973877,65.8460006714,66.0523986816,0,0.0,0.0,RUB=X,,,RUB
2019-08-18,66.3563995361,67.0130004883,66.248298645,66.3582000732,0,0.0,0.0,RUB=X,,,RUB
2019-08-19,66.9352035522,67.047996521,66.5410003662,66.9352035522,0,0.0,0.0,RUB=X,,,RUB
2019-08-20,66.4290008545,66.4789962769,65.7156982422,66.4194030762,0,0.0,0.0,RUB=X,,,RUB
2019-08-21,65.75050354,65.8777999878,65.4349975586,65.7662963867,0,0.0,0.0,RUB=X,,,RUB
2019-08-22,65.5289001465,66.15599823,65.477897644,65.5295028687,0,0.0,0.0,RUB=X,,,RUB
2019-08-25,66.2531967163,66.2720031738,65.8274993896,66.2436981201,0,0.0,0.0,RUB=X,,,RUB
2019-08-26,66.0922012329,66.591003418,66.009803772,66.0932006836,0,0.0,0.0,RUB=X,,,RUB
2019-08-27,66.4147033691,66.9390029907,66.3190002441,66.4113006592,0,0.0,0.0,RUB=X,,,RUB
2019-08-28,66.7451019287,66.879699707,66.483001709,66.7451019287,0,0.0,0.0,RUB=X,,,RUB
2019-08-29,66.4906005859,66.7659988403,66.2850036621,66.4915008545,0,0.0,0.0,RUB=X,,,RUB
2019-09-01,66.7433013916,66.8617019653,66.5333023071,66.7379989624,0,0.0,0.0,RUB=X,,,RUB
2019-09-02,66.7444000244,67.0729980469,66.7338027954,66.7567977905,0,0.0,0.0,RUB=X,,,RUB
2019-09-03,66.7475967407,66.7572021484,66.0784988403,66.7456970215,0,0.0,0.0,RUB=X,,,RUB
2019-09-04,66.1993026733,66.2089004517,65.8830032349,66.1912002563,0,0.0,0.0,RUB=X,,,RUB
2019-09-05,66.1716995239,66.1912994385,65.5742034912,66.167098999,0,0.0,0.0,RUB=X,,,RUB
2019-09-08,65.7572021484,65.7748031616,65.3237991333,65.7584991455,0,0.0,0.0,RUB=X,,,RUB
2019-09-09,65.5139007568,65.5516967773,65.2998962402,65.5147018433,0,0.0,0.0,RUB=X,,,RUB
2019-09-10,65.3499984741,65.5370025635,65.2610015869,65.3172988892,0,0.0,0.0,RUB=X,,,RUB
2019-09-11,65.415802002,65.4359970093,64.7440032959,65.4216003418,0,0.0,0.0,RUB=X,,,RUB
2019-09-12,64.7378005981,64.7492980957,64.1209030151,64.7285995483,0,0.0,0.0,RUB=X,,,RUB
2019-09-15,63.8998985291,64.125,63.6491012573,63.8996009827,0,0.0,0.0,RUB=X,,,RUB
2019-09-16,63.9650993347,64.4049987793,63.9277000427,63.9682998657,0,0.0,0.0,RUB=X,,,RUB
2019-09-17,64.2726974487,64.5057983398,64.1119995117,64.2881011963,0,0.0,0.0,RUB=X,,,RUB
2019-09-18,64.2136993408,64.3505020142,63.7901992798,64.210899353,0,0.0,0.0,RUB=X,,,RUB
2019-09-19,63.9737014771,64.0767974854,63.6828994751,63.9791984558,0,0.0,0.0,RUB=X,,,RUB
2019-09-22,63.9523010254,64.0430984497,63.7529983521,63.9524993896,0,0.0,0.0,RUB=X,,,RUB
2019-09-23,63.7541999817,63.8884010315,63.6038017273,63.768901825,0,0.0,0.0,RUB=X,,,RUB
2019-09-24,63.9826011658,64.4609985352,63.8412017822,64.0000991821,0,0.0,0.0,RUB=X,,,RUB
