date,year,month,period,indicator,value,unit
2023-09-01,2023,9,108 сентябрь,Денежный агрегат М1,48984.6,386 миллиард рублей
2023-10-01,2023,10,105 октябрь,Денежный агрегат М1,48630.0,386 миллиард рублей
2023-11-01,2023,11,104 ноябрь,Денежный агрегат М1,47883.4,386 миллиард рублей
2023-12-01,2023,12,62 декабрь,Денежный агрегат М1,49685.7,386 миллиард рублей
2024-01-01,2024,1,115 январь,Денежный агрегат М1,48595.1,386 миллиард рублей
2024-02-01,2024,2,114 февраль,Денежный агрегат М1,49368.8,386 миллиард рублей
2024-03-01,2024,3,68 март,Денежный агрегат М1,49338.0,386 миллиард рублей
2024-04-01,2024,4,61 апрель,Денежный агрегат М1,50119.4,386 миллиард рублей
2024-05-01,2024,5,67 май,Денежный агрегат М1,49987.1,386 миллиард рублей
2024-06-01,2024,6,66 июнь,Денежный агрегат М1,50276.5,386 миллиард рублей
2024-07-01,2024,7,65 июль,Денежный агрегат М1,51098.3,386 миллиард рублей
2024-08-01,2024,8,60 август,Денежный агрегат М1,50596.4,386 миллиард рублей
2024-10-01,2024,10,105 октябрь,Денежный агрегат М1,49591.9,386 миллиард рублей
2024-11-01,2024,11,104 ноябрь,Денежный агрегат М1,48529.8,386 миллиард рублей
2024-12-01,2024,12,62 декабрь,Денежный агрегат М1,51715.9,386 миллиард рублей
2025-01-01,2025,1,115 январь,Денежный агрегат М1,51067.6,386 миллиард рублей
2025-02-01,2025,2,114 февраль,Денежный агрегат М1,51586.7,386 миллиард рублей
2025-03-01,2025,3,68 март,Денежный агрегат М1,51134.9,386 миллиард рублей
1994-09-01,1994,9,108 сентябрь,Другие депозиты домашних хозяйств,33936.5,386 миллиард рублей
2010-12-01,2010,12,62 декабрь,Другие депозиты домашних хозяйств,6410.9,386 миллиард рублей
2011-01-01,2011,1,115 январь,Другие депозиты домашних хозяйств,6504.9,386 миллиард рублей
2011-02-01,2011,2,114 февраль,Другие депозиты домашних хозяйств,6631.4,386 миллиард рублей
