BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,WAPRICE
CETS,2017-03-14,CNYRUB_TOM,CNYRUB_TOM,8.5267,8.5126,8.6345,8.5984,138,8.5523
CETS,2017-03-15,CNYRUB_TOM,CNYRUB_TOM,8.575,8.53,8.5849,8.53,118,8.5673
CETS,2018-01-03,CNYRUB_TOM,CNYRUB_TOM,9.1,8.852,9.1999,9.0995,15,9.1263
CETS,2018-01-04,CNYRUB_TOM,CNYRUB_TOM,9.12,9.0599,9.12,9.0599,3,9.09
CETS,2018-01-05,CNYRUB_TOM,CNYRUB_TOM,9.1201,9.0199,9.1201,9.0199,2,9.07
CETS,2018-01-09,CNYRUB_TOM,CNYRUB_TOM,8.779,8.7101,8.7942,8.73,195,8.7431
CETS,2018-01-10,CNYRUB_TOM,CNYRUB_TOM,8.713,8.6984,8.7609,8.758,99,8.7244
CETS,2018-01-11,CNYRUB_TOM,CNYRUB_TOM,8.75,8.706,8.7652,8.706,88,8.7502
CETS,2018-01-12,CNYRUB_TOM,CNYRUB_TOM,8.72,8.72,8.76,8.74,128,8.7419
CETS,2018-01-15,CNYRUB_TOM,CNYRUB_TOM,8.77,8.73,8.792,8.774,178,8.7561
CETS,2018-01-16,CNYRUB_TOM,CNYRUB_TOM,8.7635,8.753,8.787,8.787,175,8.7645
CETS,2018-01-17,CNYRUB_TOM,CNYRUB_TOM,8.792,8.7865,8.845,8.845,124,8.8032
CETS,2018-01-18,CNYRUB_TOM,CNYRUB_TOM,8.828,8.78,8.8389,8.781,93,8.8249
CETS,2018-01-19,CNYRUB_TOM,CNYRUB_TOM,8.8456,8.8318,8.86,8.845,88,8.8431
CETS,2018-01-22,CNYRUB_TOM,CNYRUB_TOM,8.8416,8.82,8.8455,8.8317,95,8.8378
CETS,2018-01-23,CNYRUB_TOM,CNYRUB_TOM,8.824,8.8,8.8307,8.8221,135,8.8144
CETS,2018-01-24,CNYRUB_TOM,CNYRUB_TOM,8.8035,8.802,8.9,8.8527,95,8.8244
CETS,2018-01-25,CNYRUB_TOM,CNYRUB_TOM,8.8446,8.8048,8.8446,8.84,141,8.8283
CETS,2018-01-26,CNYRUB_TOM,CNYRUB_TOM,8.835,8.8064,8.9024,8.88,143,8.8337
CETS,2018-01-29,CNYRUB_TOM,CNYRUB_TOM,8.882,8.876,8.91,8.896,219,8.8917
CETS,2018-01-30,CNYRUB_TOM,CNYRUB_TOM,8.8803,8.835,8.905,8.8947,144,8.8661
CETS,2018-01-31,CNYRUB_TOM,CNYRUB_TOM,8.937,8.908,8.9589,8.9397,188,8.9282
CETS,2018-02-01,CNYRUB_TOM,CNYRUB_TOM,8.9349,8.885,8.9409,8.885,228,8.9211
CETS,2018-02-02,CNYRUB_TOM,CNYRUB_TOM,8.926,8.91,8.9702,8.9691,555,8.9227
CETS,2018-02-05,CNYRUB_TOM,CNYRUB_TOM,8.9799,8.9685,9.0595,9.0575,167,8.9907
CETS,2018-02-06,CNYRUB_TOM,CNYRUB_TOM,9.106,9.0619,9.1274,9.064,198,9.0911
CETS,2018-02-07,CNYRUB_TOM,CNYRUB_TOM,9.06,9.0542,9.117,9.105,162,9.09
CETS,2018-02-08,CNYRUB_TOM,CNYRUB_TOM,9.066,9.06,9.1826,9.1806,111,9.0895
CETS,2018-02-09,CNYRUB_TOM,CNYRUB_TOM,9.2,9.1747,9.2555,9.2555,134,9.2024
CETS,2018-02-12,CNYRUB_TOM,CNYRUB_TOM,9.1959,9.1127,9.2,9.142,142,9.1691
CETS,2018-02-13,CNYRUB_TOM,CNYRUB_TOM,9.108,9.0929,9.155,9.1,84,9.1195
CETS,2018-02-14,CNYRUB_TOM,CNYRUB_TOM,9.1,8.995,9.1138,8.995,189,9.0923
CETS,2018-02-15,CNYRUB_TOM,CNYRUB_TOM,9.01,8.9885,9.0379,8.9885,244,9.0073
CETS,2018-02-16,CNYRUB_TOM,CNYRUB_TOM,8.975,8.941,8.9919,8.946,112,8.9702
CETS,2018-02-19,CNYRUB_TOM,CNYRUB_TOM,8.931,8.9216,8.9639,8.9489,69,8.9508
CETS,2018-02-20,CNYRUB_TOM,CNYRUB_TOM,8.9359,8.908,8.956,8.908,91,8.9404
CETS,2018-02-21,CNYRUB_TOM,CNYRUB_TOM,8.9289,8.9289,8.952,8.952,154,8.9363
CETS,2018-02-22,CNYRUB_TOM,CNYRUB_TOM,8.955,8.9311,9.0,9.0,112,8.9393
CETS,2018-02-26,CNYRUB_TOM,CNYRUB_TOM,8.8622,8.8575,8.8899,8.8575,105,8.8728
CETS,2018-02-27,CNYRUB_TOM,CNYRUB_TOM,8.829,8.817,8.907,8.894,129,8.8386
CETS,2018-02-28,CNYRUB_TOM,CNYRUB_TOM,8.9029,8.8601,8.9249,8.8854,114,8.8977
CETS,2018-03-01,CNYRUB_TOM,CNYRUB_TOM,8.898,8.8949,9.0,8.945,140,8.9124
CETS,2018-03-02,CNYRUB_TOM,CNYRUB_TOM,8.9425,8.92,9.0399,8.982,305,8.9309
CETS,2018-03-05,CNYRUB_TOM,CNYRUB_TOM,8.995,8.904,9.03,8.917,136,9.0073
CETS,2018-03-06,CNYRUB_TOM,CNYRUB_TOM,8.904,8.9,8.992,8.985,351,8.9146
CETS,2018-03-07,CNYRUB_TOM,CNYRUB_TOM,9.006,8.9735,9.03,8.992,200,8.9929
CETS,2018-03-09,CNYRUB_TOM,CNYRUB_TOM,8.9929,8.9929,8.9929,8.9929,1,8.9929
CETS,2018-03-12,CNYRUB_TOM,CNYRUB_TOM,8.9585,8.942,9.0009,8.997,64,8.9715
CETS,2018-03-13,CNYRUB_TOM,CNYRUB_TOM,8.988,8.97,9.0079,9.0,62,8.9892
CETS,2018-03-14,CNYRUB_TOM,CNYRUB_TOM,9.03,9.0,9.0639,9.06,62,9.0274
CETS,2018-03-15,CNYRUB_TOM,CNYRUB_TOM,9.05,9.0151,9.0957,9.0651,62,9.0325
CETS,2018-03-16,CNYRUB_TOM,CNYRUB_TOM,9.099,9.08,9.1289,9.09,80,9.0983
CETS,2019-01-03,CNYRUB_TOM,CNYRUB_TOM,10.06,9.965,10.092,9.965,14,10.0788
CETS,2019-01-04,CNYRUB_TOM,CNYRUB_TOM,9.9201,9.87,9.99,9.87,15,9.8969
CETS,2019-01-08,CNYRUB_TOM,CNYRUB_TOM,9.78,9.7552,9.792,9.79,8,9.7777
CETS,2019-01-09,CNYRUB_TOM,CNYRUB_TOM,9.7626,9.7626,9.8332,9.8014,146,9.8138
CETS,2019-01-10,CNYRUB_TOM,CNYRUB_TOM,9.842,9.8313,9.9216,9.8851,121,9.8631
CETS,2019-01-11,CNYRUB_TOM,CNYRUB_TOM,9.92,9.9,9.9375,9.9116,108,9.9172
CETS,2019-01-14,CNYRUB_TOM,CNYRUB_TOM,9.9182,9.9015,9.9408,9.9043,118,9.9247
CETS,2019-01-15,CNYRUB_TOM,CNYRUB_TOM,9.91,9.8765,9.943,9.8842,145,9.9124
CETS,2019-01-16,CNYRUB_TOM,CNYRUB_TOM,9.89,9.81,9.89,9.81,122,9.8611
CETS,2019-01-17,CNYRUB_TOM,CNYRUB_TOM,9.7911,9.777,9.8248,9.785,110,9.8115
CETS,2019-01-18,CNYRUB_TOM,CNYRUB_TOM,9.7765,9.7301,9.7975,9.7321,203,9.7895
CETS,2019-01-21,CNYRUB_TOM,CNYRUB_TOM,9.743,9.7401,9.7747,9.77,285,9.7652
CETS,2019-01-22,CNYRUB_TOM,CNYRUB_TOM,9.756,9.747,9.773,9.7539,105,9.7623
CETS,2019-01-23,CNYRUB_TOM,CNYRUB_TOM,9.78,9.73,9.7828,9.7342,83,9.754
CETS,2019-01-24,CNYRUB_TOM,CNYRUB_TOM,9.723,9.67,9.7279,9.67,115,9.7014
CETS,2019-01-25,CNYRUB_TOM,CNYRUB_TOM,9.722,9.705,9.796,9.7661,155,9.7342
CETS,2019-01-28,CNYRUB_TOM,CNYRUB_TOM,9.755,9.755,9.8118,9.803,136,9.7772
CETS,2019-01-29,CNYRUB_TOM,CNYRUB_TOM,9.808,9.7795,9.839,9.7795,108,9.8175
CETS,2019-01-30,CNYRUB_TOM,CNYRUB_TOM,9.8175,9.76,9.833,9.76,198,9.8229
CETS,2019-01-31,CNYRUB_TOM,CNYRUB_TOM,9.7573,9.6987,9.77,9.746,103,9.7234
CETS,2019-02-01,CNYRUB_TOM,CNYRUB_TOM,9.716,9.706,9.75,9.7319,99,9.7338
CETS,2019-02-04,CNYRUB_TOM,CNYRUB_TOM,9.69,9.665,9.7052,9.6975,92,9.684
CETS,2019-02-05,CNYRUB_TOM,CNYRUB_TOM,9.7077,9.6748,9.716,9.6966,76,9.6877
CETS,2019-02-06,CNYRUB_TOM,CNYRUB_TOM,9.716,9.6972,9.737,9.7121,79,9.7102
CETS,2019-02-07,CNYRUB_TOM,CNYRUB_TOM,9.7534,9.7225,9.7534,9.744,112,9.7412
CETS,2019-02-08,CNYRUB_TOM,CNYRUB_TOM,9.738,9.68,9.7446,9.702,95,9.7299
CETS,2019-02-11,CNYRUB_TOM,CNYRUB_TOM,9.6761,9.6462,9.691,9.69,173,9.674
CETS,2019-02-12,CNYRUB_TOM,CNYRUB_TOM,9.6875,9.665,9.7721,9.712,97,9.6806
CETS,2019-02-13,CNYRUB_TOM,CNYRUB_TOM,9.715,9.6968,9.795,9.795,187,9.7065
CETS,2019-02-14,CNYRUB_TOM,CNYRUB_TOM,9.799,9.7947,9.89,9.857,289,9.8193
CETS,2019-02-15,CNYRUB_TOM,CNYRUB_TOM,9.816,9.786,9.8464,9.786,329,9.8241
CETS,2019-02-18,CNYRUB_TOM,CNYRUB_TOM,9.798,9.7621,9.798,9.7791,134,9.7787
CETS,2019-02-19,CNYRUB_TOM,CNYRUB_TOM,9.7777,9.739,9.7899,9.739,112,9.7697
CETS,2019-02-20,CNYRUB_TOM,CNYRUB_TOM,9.7896,9.7548,9.803,9.783,115,9.7828
CETS,2019-02-21,CNYRUB_TOM,CNYRUB_TOM,9.801,9.729,9.801,9.7565,118,9.7583
CETS,2019-02-22,CNYRUB_TOM,CNYRUB_TOM,9.747,9.7405,9.7705,9.7467,97,9.7539
CETS,2019-02-25,CNYRUB_TOM,CNYRUB_TOM,9.7764,9.7401,9.8071,9.805,133,9.7582
CETS,2019-02-26,CNYRUB_TOM,CNYRUB_TOM,9.8009,9.787,9.8493,9.8475,112,9.8056
CETS,2019-02-27,CNYRUB_TOM,CNYRUB_TOM,9.8002,9.8002,9.87,9.8438,179,9.8429
CETS,2019-02-28,CNYRUB_TOM,CNYRUB_TOM,9.8679,9.8314,9.8679,9.8369,134,9.8501
CETS,2019-03-01,CNYRUB_TOM,CNYRUB_TOM,9.8128,9.7841,9.8258,9.8156,126,9.8135
CETS,2019-03-04,CNYRUB_TOM,CNYRUB_TOM,9.8356,9.785,9.8356,9.7998,108,9.8174
CETS,2019-03-05,CNYRUB_TOM,CNYRUB_TOM,9.82,9.7981,9.8235,9.8017,108,9.8091
CETS,2019-03-06,CNYRUB_TOM,CNYRUB_TOM,9.7976,9.7915,9.8222,9.82,142,9.8045
CETS,2019-03-07,CNYRUB_TOM,CNYRUB_TOM,9.808,9.8053,9.855,9.855,113,9.8261
CETS,2019-03-11,CNYRUB_TOM,CNYRUB_TOM,9.837,9.7995,9.837,9.8081,106,9.8127
CETS,2019-03-12,CNYRUB_TOM,CNYRUB_TOM,9.7911,9.7784,9.8,9.7877,269,9.7874
CETS,2020-01-03,CNYRUB_TOM,CNYRUB_TOM,8.884,8.884,8.926,8.884,86,8.9033
CETS,2020-01-06,CNYRUB_TOM,CNYRUB_TOM,8.926,8.868,8.938,8.868,89,8.898
CETS,2020-01-08,CNYRUB_TOM,CNYRUB_TOM,8.9299,8.868,8.9319,8.8761,98,8.908
CETS,2020-01-09,CNYRUB_TOM,CNYRUB_TOM,8.878,8.8226,8.878,8.8586,290,8.837
CETS,2020-01-10,CNYRUB_TOM,CNYRUB_TOM,8.8345,8.8081,8.8739,8.844,254,8.8537
CETS,2020-01-13,CNYRUB_TOM,CNYRUB_TOM,8.8525,8.8249,8.9059,8.8901,255,8.8519
CETS,2020-01-14,CNYRUB_TOM,CNYRUB_TOM,8.899,8.899,8.93,8.9242,224,8.9184
CETS,2020-01-15,CNYRUB_TOM,CNYRUB_TOM,8.916,8.9011,8.9552,8.9259,233,8.9203
CETS,2020-01-16,CNYRUB_TOM,CNYRUB_TOM,8.91,8.91,8.9779,8.9719,179,8.9481
CETS,2020-01-17,CNYRUB_TOM,CNYRUB_TOM,8.988,8.9294,8.9919,8.9621,151,8.9578
CETS,2020-01-20,CNYRUB_TOM,CNYRUB_TOM,8.974,8.956,8.9765,8.9759,303,8.968
CETS,2020-01-21,CNYRUB_TOM,CNYRUB_TOM,8.955,8.94,8.9719,8.94,196,8.9576
CETS,2020-01-22,CNYRUB_TOM,CNYRUB_TOM,8.9585,8.9485,8.9842,8.9537,259,8.9687
CETS,2020-01-23,CNYRUB_TOM,CNYRUB_TOM,8.9611,8.93,8.9611,8.9416,197,8.9443
CETS,2020-01-24,CNYRUB_TOM,CNYRUB_TOM,8.9425,8.9057,8.968,8.968,150,8.924
CETS,2020-01-27,CNYRUB_TOM,CNYRUB_TOM,8.955,8.93,9.0359,9.012,98,8.9612
CETS,2020-01-28,CNYRUB_TOM,CNYRUB_TOM,9.03,8.9461,9.294,8.9461,162,9.0262
CETS,2020-01-29,CNYRUB_TOM,CNYRUB_TOM,8.955,8.9528,9.0184,8.99,205,8.9915
CETS,2020-01-30,CNYRUB_TOM,CNYRUB_TOM,9.0,8.9921,9.0819,9.078,237,9.0173
CETS,2020-01-31,CNYRUB_TOM,CNYRUB_TOM,9.072,9.0341,9.13,9.118,316,9.0571
CETS,2020-02-03,CNYRUB_TOM,CNYRUB_TOM,9.108,9.053,9.133,9.0659,146,9.0984
CETS,2020-02-04,CNYRUB_TOM,CNYRUB_TOM,9.0761,8.9921,9.0979,8.9921,226,9.0812
CETS,2020-02-05,CNYRUB_TOM,CNYRUB_TOM,9.009,8.9654,9.037,9.028,190,8.9976
CETS,2020-02-06,CNYRUB_TOM,CNYRUB_TOM,9.0061,8.9961,9.0919,9.0641,114,9.0435
CETS,2020-02-07,CNYRUB_TOM,CNYRUB_TOM,9.0739,9.059,9.1679,9.1275,92,9.0996
CETS,2020-02-10,CNYRUB_TOM,CNYRUB_TOM,9.15,9.12,9.2019,9.186,131,9.142
CETS,2020-02-11,CNYRUB_TOM,CNYRUB_TOM,9.1491,9.08,9.1859,9.0875,148,9.1374
CETS,2020-02-12,CNYRUB_TOM,CNYRUB_TOM,9.0719,9.026,9.0739,9.0599,129,9.0503
CETS,2020-02-13,CNYRUB_TOM,CNYRUB_TOM,9.1,9.08,9.1339,9.08,108,9.1074
CETS,2020-02-14,CNYRUB_TOM,CNYRUB_TOM,9.094,9.0641,9.108,9.094,157,9.0886
CETS,2020-02-17,CNYRUB_TOM,CNYRUB_TOM,9.0919,9.0521,9.1039,9.0801,126,9.0742
CETS,2020-02-18,CNYRUB_TOM,CNYRUB_TOM,9.0841,9.08,9.16,9.13,142,9.1045
CETS,2020-02-19,CNYRUB_TOM,CNYRUB_TOM,9.0961,9.06,9.1099,9.06,173,9.0938
CETS,2020-02-20,CNYRUB_TOM,CNYRUB_TOM,9.07,9.058,9.1205,9.1205,294,9.072
CETS,2021-01-04,CNYRUB_TOM,CNYRUB_TOM,11.466,11.328,11.512,11.502,335,11.4212
CETS,2021-01-05,CNYRUB_TOM,CNYRUB_TOM,11.5365,11.47,11.6639,11.51,358,11.5797
CETS,2021-01-06,CNYRUB_TOM,CNYRUB_TOM,11.4456,11.41,11.5004,11.464,286,11.4478
CETS,2021-01-08,CNYRUB_TOM,CNYRUB_TOM,11.478,11.4425,11.5613,11.468,283,11.4842
CETS,2021-01-11,CNYRUB_TOM,CNYRUB_TOM,11.4966,11.4731,11.5639,11.53,418,11.5182
CETS,2021-01-12,CNYRUB_TOM,CNYRUB_TOM,11.52,11.3939,11.52,11.41,461,11.4843
CETS,2021-01-13,CNYRUB_TOM,CNYRUB_TOM,11.3901,11.3726,11.4479,11.394,366,11.417
CETS,2021-01-14,CNYRUB_TOM,CNYRUB_TOM,11.4102,11.3081,11.4494,11.335,369,11.3735
CETS,2021-01-15,CNYRUB_TOM,CNYRUB_TOM,11.3521,11.3121,11.3949,11.347,348,11.3573
CETS,2021-01-18,CNYRUB_TOM,CNYRUB_TOM,11.4046,11.3671,11.4339,11.3915,291,11.3989
CETS,2021-01-19,CNYRUB_TOM,CNYRUB_TOM,11.3709,11.34,11.4079,11.374,285,11.3793
CETS,2021-01-20,CNYRUB_TOM,CNYRUB_TOM,11.3679,11.3265,11.3904,11.381,276,11.3603
CETS,2021-01-21,CNYRUB_TOM,CNYRUB_TOM,11.3545,11.34,11.45,11.4235,359,11.3819
CETS,2021-01-22,CNYRUB_TOM,CNYRUB_TOM,11.4584,11.45,11.6,11.581,491,11.4975
CETS,2021-01-25,CNYRUB_TOM,CNYRUB_TOM,11.5104,11.5041,11.6729,11.6205,531,11.5783
CETS,2021-01-26,CNYRUB_TOM,CNYRUB_TOM,11.6669,11.582,11.6839,11.605,505,11.6561
CETS,2021-01-27,CNYRUB_TOM,CNYRUB_TOM,11.5726,11.5699,11.7049,11.683,489,11.6054
CETS,2021-01-28,CNYRUB_TOM,CNYRUB_TOM,11.6879,11.6879,11.7989,11.749,952,11.7331
CETS,2021-01-29,CNYRUB_TOM,CNYRUB_TOM,11.7834,11.6881,11.8199,11.75,727,11.7815
CETS,2021-02-01,CNYRUB_TOM,CNYRUB_TOM,11.716,11.6543,11.7659,11.762,412,11.6941
CETS,2021-02-02,CNYRUB_TOM,CNYRUB_TOM,11.7321,11.6641,11.812,11.812,345,11.7324
CETS,2021-02-03,CNYRUB_TOM,CNYRUB_TOM,11.7739,11.7261,11.7961,11.75,284,11.7719
CETS,2021-02-04,CNYRUB_TOM,CNYRUB_TOM,11.7561,11.6461,11.7657,11.675,281,11.6981
CETS,2021-02-05,CNYRUB_TOM,CNYRUB_TOM,11.636,11.5242,11.636,11.568,378,11.5724
CETS,2021-02-08,CNYRUB_TOM,CNYRUB_TOM,11.5241,11.494,11.5629,11.53,286,11.5325
CETS,2021-02-09,CNYRUB_TOM,CNYRUB_TOM,11.4959,11.4941,11.5559,11.5161,288,11.5233
CETS,2021-02-10,CNYRUB_TOM,CNYRUB_TOM,11.4921,11.478,11.5359,11.51,355,11.5037
CETS,2021-02-11,CNYRUB_TOM,CNYRUB_TOM,11.5021,11.4681,11.5219,11.478,272,11.4922
CETS,2021-02-12,CNYRUB_TOM,CNYRUB_TOM,11.4959,11.458,11.5856,11.488,361,11.5304
CETS,2021-02-15,CNYRUB_TOM,CNYRUB_TOM,11.4539,11.43,11.4719,11.4621,328,11.4494
CETS,2021-02-16,CNYRUB_TOM,CNYRUB_TOM,11.4439,11.4165,11.4942,11.458,319,11.4427
CETS,2021-02-17,CNYRUB_TOM,CNYRUB_TOM,11.4462,11.423,11.5081,11.451,309,11.4583
CETS,2021-02-18,CNYRUB_TOM,CNYRUB_TOM,11.4479,11.3988,11.4719,11.434,438,11.4213
CETS,2021-02-19,CNYRUB_TOM,CNYRUB_TOM,11.4609,11.4436,11.484,11.467,372,11.4659
CETS,2022-01-03,CNYRUB_TOM,CNYRUB_TOM,11.7725,11.65,11.82,11.685,145,11.682
CETS,2022-01-04,CNYRUB_TOM,CNYRUB_TOM,11.695,11.685,11.845,11.815,182,11.7628
CETS,2022-01-05,CNYRUB_TOM,CNYRUB_TOM,12.218,11.8172,12.218,12.0325,252,11.8999
CETS,2022-01-06,CNYRUB_TOM,CNYRUB_TOM,12.045,11.87,12.21,11.935,325,12.0482
CETS,2022-01-07,CNYRUB_TOM,CNYRUB_TOM,11.9225,11.7601,11.9651,11.8375,68,11.8146
CETS,2022-01-10,CNYRUB_TOM,CNYRUB_TOM,11.825,11.7291,11.8443,11.775,349,11.7651
CETS,2022-01-11,CNYRUB_TOM,CNYRUB_TOM,11.7474,11.6725,11.7556,11.6725,412,11.7337
CETS,2022-01-12,CNYRUB_TOM,CNYRUB_TOM,11.6924,11.664,11.7724,11.7502,411,11.6999
CETS,2022-01-13,CNYRUB_TOM,CNYRUB_TOM,11.7349,11.7054,12.026,12.0,632,11.754
CETS,2022-01-14,CNYRUB_TOM,CNYRUB_TOM,12.0,11.6387,12.15,11.995,592,11.9942
CETS,2022-01-17,CNYRUB_TOM,CNYRUB_TOM,12.0074,11.91,12.0825,11.9925,414,12.0077
CETS,2022-01-18,CNYRUB_TOM,CNYRUB_TOM,12.0174,11.9801,12.1075,12.1075,411,12.0294
CETS,2022-01-19,CNYRUB_TOM,CNYRUB_TOM,12.1201,11.9475,12.1413,12.0,427,12.0479
CETS,2022-01-20,CNYRUB_TOM,CNYRUB_TOM,12.0049,11.9826,12.0999,12.0725,372,12.0604
CETS,2022-01-21,CNYRUB_TOM,CNYRUB_TOM,12.1174,12.025,12.2274,12.2125,366,12.0849
CETS,2022-01-24,CNYRUB_TOM,CNYRUB_TOM,12.1726,12.1471,12.5534,12.44,961,12.2701
CETS,2022-01-25,CNYRUB_TOM,CNYRUB_TOM,12.8359,12.268,12.839,12.4225,788,12.4235
CETS,2022-01-26,CNYRUB_TOM,CNYRUB_TOM,12.4499,12.4174,12.6924,12.5555,640,12.521
CETS,2022-01-27,CNYRUB_TOM,CNYRUB_TOM,12.545,12.16,12.5608,12.265,632,12.3683
CETS,2022-01-28,CNYRUB_TOM,CNYRUB_TOM,12.2725,12.1763,12.3199,12.2375,515,12.2517
CETS,2022-01-31,CNYRUB_TOM,CNYRUB_TOM,12.2124,12.1008,12.2124,12.1675,473,12.1666
CETS,2022-02-01,CNYRUB_TOM,CNYRUB_TOM,12.12,12.01,12.155,12.0725,363,12.0898
CETS,2022-02-02,CNYRUB_TOM,CNYRUB_TOM,12.0475,11.9076,12.0599,11.97,387,11.979
CETS,2022-02-03,CNYRUB_TOM,CNYRUB_TOM,11.9974,11.986,12.0949,12.04,409,12.0345
CETS,2022-02-04,CNYRUB_TOM,CNYRUB_TOM,12.2899,11.9,12.2899,11.92,439,11.944
CETS,2022-02-07,CNYRUB_TOM,CNYRUB_TOM,11.9649,11.8481,11.9649,11.8725,341,11.8768
CETS,2022-02-08,CNYRUB_TOM,CNYRUB_TOM,11.8799,11.77,11.8799,11.785,298,11.8154
CETS,2022-02-09,CNYRUB_TOM,CNYRUB_TOM,11.8049,11.7076,11.8049,11.74,392,11.7401
CETS,2022-02-10,CNYRUB_TOM,CNYRUB_TOM,11.7624,11.6876,11.7949,11.78,478,11.747
CETS,2022-02-11,CNYRUB_TOM,CNYRUB_TOM,11.8076,11.76,12.1825,12.115,562,11.8187
CETS,2022-02-14,CNYRUB_TOM,CNYRUB_TOM,12.1999,11.95,12.3421,12.085,691,12.0887
CETS,2022-02-15,CNYRUB_TOM,CNYRUB_TOM,12.0151,11.848,12.0875,11.9125,739,11.9477
CETS,2022-02-16,CNYRUB_TOM,CNYRUB_TOM,11.8651,11.8083,11.9,11.8824,439,11.8518
CETS,2022-02-17,CNYRUB_TOM,CNYRUB_TOM,11.945,11.93,12.1081,12.065,542,12.0016
CETS,2023-01-03,CNYRUB_TOM,CNYRUB_TOM,9.9,9.87,10.18,10.11,17573,10.0466
CETS,2023-01-04,CNYRUB_TOM,CNYRUB_TOM,10.146,10.117,10.286,10.265,17386,10.2117
CETS,2023-01-05,CNYRUB_TOM,CNYRUB_TOM,10.29,10.201,10.424,10.417,20917,10.308
CETS,2023-01-06,CNYRUB_TOM,CNYRUB_TOM,10.362,10.353,10.498,10.437,14605,10.4247
CETS,2023-01-09,CNYRUB_TOM,CNYRUB_TOM,10.469,10.154,10.555,10.219,68584,10.2838
CETS,2023-01-10,CNYRUB_TOM,CNYRUB_TOM,10.22,10.14,10.289,10.279,30267,10.2242
CETS,2023-01-11,CNYRUB_TOM,CNYRUB_TOM,10.288,10.018,10.337,10.074,63982,10.1303
CETS,2023-01-12,CNYRUB_TOM,CNYRUB_TOM,10.08,9.97,10.097,10.021,46492,10.0032
CETS,2023-01-13,CNYRUB_TOM,CNYRUB_TOM,10.001,9.981,10.229,10.19,41986,10.0706
CETS,2023-01-16,CNYRUB_TOM,CNYRUB_TOM,10.201,10.07,10.27,10.149,37718,10.1454
CETS,2023-01-17,CNYRUB_TOM,CNYRUB_TOM,10.15,10.081,10.23,10.19,38148,10.1313
CETS,2023-01-18,CNYRUB_TOM,CNYRUB_TOM,10.192,10.141,10.235,10.19,29712,10.1795
CETS,2023-01-19,CNYRUB_TOM,CNYRUB_TOM,10.191,10.101,10.205,10.129,32257,10.1318
CETS,2023-01-20,CNYRUB_TOM,CNYRUB_TOM,10.131,10.087,10.139,10.119,22665,10.1209
CETS,2023-01-23,CNYRUB_TOM,CNYRUB_TOM,10.121,10.076,10.149,10.128,19937,10.1091
CETS,2023-01-24,CNYRUB_TOM,CNYRUB_TOM,10.13,10.094,10.149,10.138,21449,10.1159
CETS,2023-01-25,CNYRUB_TOM,CNYRUB_TOM,10.143,10.127,10.219,10.216,23068,10.1559
CETS,2023-01-26,CNYRUB_TOM,CNYRUB_TOM,10.217,10.204,10.304,10.279,30490,10.2528
CETS,2023-01-27,CNYRUB_TOM,CNYRUB_TOM,10.291,10.235,10.292,10.26,22980,10.2562
CETS,2023-01-30,CNYRUB_TOM,CNYRUB_TOM,10.26,10.26,10.405,10.405,30101,10.3267
CETS,2023-01-31,CNYRUB_TOM,CNYRUB_TOM,10.418,10.319,10.47,10.348,37294,10.4172
CETS,2023-02-01,CNYRUB_TOM,CNYRUB_TOM,10.347,10.347,10.425,10.391,35845,10.3888
CETS,2023-02-02,CNYRUB_TOM,CNYRUB_TOM,10.4,10.373,10.459,10.451,40981,10.4099
CETS,2023-02-03,CNYRUB_TOM,CNYRUB_TOM,10.444,10.385,10.45,10.417,33925,10.4238
CETS,2023-02-06,CNYRUB_TOM,CNYRUB_TOM,10.41,10.356,10.437,10.419,31648,10.3901
CETS,2023-02-07,CNYRUB_TOM,CNYRUB_TOM,10.419,10.409,10.465,10.455,36277,10.4385
CETS,2023-02-08,CNYRUB_TOM,CNYRUB_TOM,10.456,10.447,10.67,10.67,40845,10.5556
CETS,2023-02-09,CNYRUB_TOM,CNYRUB_TOM,10.675,10.672,10.806,10.767,35264,10.7503
CETS,2023-02-10,CNYRUB_TOM,CNYRUB_TOM,10.767,10.659,10.79,10.749,32003,10.701
CETS,2023-02-13,CNYRUB_TOM,CNYRUB_TOM,10.809,10.702,10.809,10.8,29218,10.7725
CETS,2023-02-14,CNYRUB_TOM,CNYRUB_TOM,10.79,10.701,10.85,10.803,35567,10.8101
CETS,2023-02-15,CNYRUB_TOM,CNYRUB_TOM,10.8,10.768,10.905,10.87,38123,10.8472
CETS,2023-02-16,CNYRUB_TOM,CNYRUB_TOM,10.873,10.849,10.919,10.875,33217,10.8843
CETS,2023-02-17,CNYRUB_TOM,CNYRUB_TOM,10.875,10.734,10.913,10.76,50052,10.8206
CETS,2024-01-03,CNYRUB_TOM,CNYRUB_TOM,12.736,12.664,12.777,12.752,14385,12.7257
CETS,2024-01-04,CNYRUB_TOM,CNYRUB_TOM,12.737,12.648,12.7755,12.676,19600,12.7068
CETS,2024-01-05,CNYRUB_TOM,CNYRUB_TOM,12.676,12.6225,12.7035,12.65,9771,12.6485
CETS,2024-01-08,CNYRUB_TOM,CNYRUB_TOM,12.66,12.573,12.7495,12.711,13458,12.6447
CETS,2024-01-09,CNYRUB_TOM,CNYRUB_TOM,12.7135,12.398,12.739,12.4935,96991,12.5615
