BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,WAPRICE
CETS,2024-01-10,CNYRUB_TOM,CNYRUB_TOM,12.5,12.384,12.535,12.409,71146,12.4317
CETS,2024-01-11,CNYRUB_TOM,CNYRUB_TOM,12.426,12.3155,12.4475,12.323,82118,12.3647
CETS,2024-01-12,CNYRUB_TOM,CNYRUB_TOM,12.323,12.2145,12.329,12.226,80728,12.2459
CETS,2024-01-15,CNYRUB_TOM,CNYRUB_TOM,12.226,12.1025,12.24,12.1335,64666,12.1552
CETS,2024-01-16,CNYRUB_TOM,CNYRUB_TOM,12.134,12.0975,12.3355,12.12,81519,12.1301
CETS,2024-01-17,CNYRUB_TOM,CNYRUB_TOM,12.12,12.12,12.256,12.2165,77337,12.1933
CETS,2024-01-18,CNYRUB_TOM,CNYRUB_TOM,12.234,12.211,12.363,12.265,69767,12.2536
CETS,2024-01-19,CNYRUB_TOM,CNYRUB_TOM,12.274,12.215,12.335,12.216,55082,12.2644
CETS,2024-01-22,CNYRUB_TOM,CNYRUB_TOM,12.2245,12.1515,12.278,12.19,57269,12.1853
CETS,2024-01-23,CNYRUB_TOM,CNYRUB_TOM,12.1925,12.1825,12.288,12.278,74894,12.2362
CETS,2024-01-24,CNYRUB_TOM,CNYRUB_TOM,12.3,12.2435,12.349,12.346,92888,12.2957
CETS,2024-01-25,CNYRUB_TOM,CNYRUB_TOM,12.346,12.3025,12.4085,12.379,101588,12.3439
CETS,2024-01-26,CNYRUB_TOM,CNYRUB_TOM,12.393,12.37,12.4935,12.487,71569,12.4432
CETS,2024-01-29,CNYRUB_TOM,CNYRUB_TOM,12.4905,12.344,12.531,12.3545,67284,12.4426
CETS,2024-01-30,CNYRUB_TOM,CNYRUB_TOM,12.356,12.322,12.44,12.439,58223,12.4059
CETS,2024-01-31,CNYRUB_TOM,CNYRUB_TOM,12.4505,12.4095,12.509,12.501,62697,12.4617
CETS,2024-02-01,CNYRUB_TOM,CNYRUB_TOM,12.513,12.476,12.574,12.566,51065,12.5398
CETS,2024-02-02,CNYRUB_TOM,CNYRUB_TOM,12.589,12.5455,12.6545,12.612,58286,12.6053
CETS,2024-02-05,CNYRUB_TOM,CNYRUB_TOM,12.6255,12.473,12.668,12.55,75147,12.5987
CETS,2024-02-06,CNYRUB_TOM,CNYRUB_TOM,12.5685,12.5505,12.66,12.648,70365,12.6031
CETS,2024-02-07,CNYRUB_TOM,CNYRUB_TOM,12.66,12.595,12.672,12.6505,60470,12.6428
CETS,2024-02-08,CNYRUB_TOM,CNYRUB_TOM,12.662,12.5375,12.686,12.556,105113,12.626
CETS,2024-02-09,CNYRUB_TOM,CNYRUB_TOM,12.585,12.5105,12.6165,12.571,61649,12.5419
CETS,2024-02-12,CNYRUB_TOM,CNYRUB_TOM,12.572,12.521,12.6095,12.6,49799,12.5654
CETS,2024-02-13,CNYRUB_TOM,CNYRUB_TOM,12.6,12.54,12.606,12.557,45630,12.5726
CETS,2024-02-14,CNYRUB_TOM,CNYRUB_TOM,12.557,12.543,12.615,12.583,49165,12.5875
CETS,2024-02-15,CNYRUB_TOM,CNYRUB_TOM,12.5835,12.5625,12.748,12.7385,81499,12.6679
CETS,2024-02-16,CNYRUB_TOM,CNYRUB_TOM,12.7385,12.65,12.8115,12.6515,89179,12.7333
CETS,2024-02-19,CNYRUB_TOM,CNYRUB_TOM,12.663,12.652,12.7965,12.78,78656,12.7657
CETS,2025-01-03,CNYRUB_TOM,CNYRUB_TOM,13.799,13.702,13.84,13.7975,5515,13.7972
CETS,2025-01-06,CNYRUB_TOM,CNYRUB_TOM,13.7975,13.589,13.8225,13.624,11547,13.6639
CETS,2025-01-08,CNYRUB_TOM,CNYRUB_TOM,13.63,13.51,13.69,13.51,5784,13.6045
CETS,2025-01-09,CNYRUB_TOM,CNYRUB_TOM,13.565,13.5645,13.779,13.58,48365,13.6637
CETS,2025-01-10,CNYRUB_TOM,CNYRUB_TOM,13.615,13.5935,13.7345,13.72,48087,13.6797
CETS,2025-01-13,CNYRUB_TOM,CNYRUB_TOM,13.73,13.7235,13.8575,13.818,52229,13.8201
CETS,2025-01-14,CNYRUB_TOM,CNYRUB_TOM,13.845,13.8405,13.9895,13.9385,44562,13.9366
CETS,2025-01-15,CNYRUB_TOM,CNYRUB_TOM,13.949,13.8755,13.998,13.902,40179,13.9225
CETS,2025-01-16,CNYRUB_TOM,CNYRUB_TOM,13.9025,13.8495,13.94,13.909,50041,13.9119
CETS,2025-01-17,CNYRUB_TOM,CNYRUB_TOM,13.909,13.85,13.96,13.87,41639,13.9337
CETS,2025-01-20,CNYRUB_TOM,CNYRUB_TOM,13.864,13.7655,13.891,13.8225,43150,13.8307
CETS,2025-01-21,CNYRUB_TOM,CNYRUB_TOM,13.8385,13.576,13.8385,13.583,59475,13.703
CETS,2025-01-22,CNYRUB_TOM,CNYRUB_TOM,13.583,13.5055,13.5865,13.5415,63333,13.5438
CETS,2025-01-23,CNYRUB_TOM,CNYRUB_TOM,13.589,13.533,13.61,13.5495,33254,13.5726
CETS,2025-01-24,CNYRUB_TOM,CNYRUB_TOM,13.6735,13.422,13.6735,13.469,64811,13.5005
CETS,2025-01-27,CNYRUB_TOM,CNYRUB_TOM,13.52,13.293,13.561,13.4645,83415,13.3899
CETS,2025-01-28,CNYRUB_TOM,CNYRUB_TOM,13.4695,13.31,13.5955,13.368,59206,13.4388
CETS,2025-01-29,CNYRUB_TOM,CNYRUB_TOM,13.3755,13.3005,13.44,13.3965,50880,13.3837
CETS,2025-01-30,CNYRUB_TOM,CNYRUB_TOM,13.4285,13.2,13.4315,13.231,58455,13.3474
CETS,2025-01-31,CNYRUB_TOM,CNYRUB_TOM,13.219,13.1895,13.381,13.354,63204,13.2725
CETS,2025-02-03,CNYRUB_TOM,CNYRUB_TOM,13.395,13.235,13.494,13.267,42057,13.3824
CETS,2025-02-04,CNYRUB_TOM,CNYRUB_TOM,13.3,13.233,13.337,13.267,37991,13.2849
CETS,2025-02-05,CNYRUB_TOM,CNYRUB_TOM,13.326,12.9875,13.39,12.996,82362,13.1511
CETS,2025-02-06,CNYRUB_TOM,CNYRUB_TOM,12.91,12.8385,13.299,13.2425,84187,13.0688
CETS,2025-02-07,CNYRUB_TOM,CNYRUB_TOM,13.2855,13.1605,13.35,13.2735,65117,13.2451
CETS,2025-02-10,CNYRUB_TOM,CNYRUB_TOM,13.287,13.101,13.32,13.11,42378,13.2252
CETS,2025-02-11,CNYRUB_TOM,CNYRUB_TOM,13.12,12.903,13.151,12.915,117764,13.0076
CETS,2025-02-12,CNYRUB_TOM,CNYRUB_TOM,12.893,12.654,12.896,12.66,80308,12.763
CETS,2025-02-13,CNYRUB_TOM,CNYRUB_TOM,12.25,12.13,12.474,12.28,128010,12.3414
CETS,2025-02-14,CNYRUB_TOM,CNYRUB_TOM,12.24,12.187,12.6255,12.475,81721,12.4143
CETS,2025-02-17,CNYRUB_TOM,CNYRUB_TOM,12.48,12.288,12.549,12.333,63606,12.4609
CETS,2025-02-18,CNYRUB_TOM,CNYRUB_TOM,12.4,12.3505,12.4655,12.4225,74048,12.4124
CETS,2025-02-19,CNYRUB_TOM,CNYRUB_TOM,12.39,12.276,12.439,12.356,71954,12.3486
CETS,2025-02-20,CNYRUB_TOM,CNYRUB_TOM,12.3195,12.0,12.3225,12.018,61507,12.1277
CETS,2026-01-05,CNYRUB_TOM,CNYRUB_TOM,11.287,11.2615,11.4415,11.4105,14411,11.3873
CETS,2026-01-06,CNYRUB_TOM,CNYRUB_TOM,11.448,11.3095,11.478,11.3145,10158,11.3763
CETS,2026-01-08,CNYRUB_TOM,CNYRUB_TOM,11.3295,11.291,11.4105,11.315,18576,11.3595
CETS,2026-01-09,CNYRUB_TOM,CNYRUB_TOM,11.3145,11.2115,11.327,11.228,10057,11.253
CETS,2026-01-12,CNYRUB_TOM,CNYRUB_TOM,11.2275,11.2185,11.34,11.26,69668,11.2788
CETS,2026-01-13,CNYRUB_TOM,CNYRUB_TOM,11.282,11.24,11.3155,11.2845,55231,11.2711
CETS,2026-01-14,CNYRUB_TOM,CNYRUB_TOM,11.2835,11.178,11.3115,11.1915,77546,11.2332
CETS,2026-01-15,CNYRUB_TOM,CNYRUB_TOM,11.2085,11.125,11.269,11.152,75713,11.2215
CETS,2026-01-16,CNYRUB_TOM,CNYRUB_TOM,11.13,11.104,11.197,11.169,79249,11.1515
CETS,2026-01-19,CNYRUB_TOM,CNYRUB_TOM,11.18,11.1235,11.21,11.1425,47091,11.1558
CETS,2026-01-20,CNYRUB_TOM,CNYRUB_TOM,11.151,11.1225,11.19,11.1505,50324,11.1668
CETS,2026-01-21,CNYRUB_TOM,CNYRUB_TOM,11.1605,10.955,11.168,10.955,107279,11.0864
CETS,2026-01-22,CNYRUB_TOM,CNYRUB_TOM,10.953,10.809,10.9705,10.83,85403,10.8625
CETS,2026-01-23,CNYRUB_TOM,CNYRUB_TOM,10.8475,10.827,10.894,10.855,59571,10.8705
CETS,2026-01-26,CNYRUB_TOM,CNYRUB_TOM,10.8425,10.816,11.0285,10.9965,99341,10.9367
CETS,2026-01-27,CNYRUB_TOM,CNYRUB_TOM,11.015,10.911,11.052,10.9195,106095,10.9641
CETS,2026-01-28,CNYRUB_TOM,CNYRUB_TOM,10.9105,10.867,10.9985,10.948,90696,10.9435
CETS,2026-01-29,CNYRUB_TOM,CNYRUB_TOM,10.939,10.739,10.9615,10.7645,123861,10.8724
CETS,2026-01-30,CNYRUB_TOM,CNYRUB_TOM,10.82,10.7915,10.9685,10.936,95807,10.8801
CETS,2026-02-02,CNYRUB_TOM,CNYRUB_TOM,11.0,10.9725,11.127,10.996,75584,11.0471
CETS,2026-02-03,CNYRUB_TOM,CNYRUB_TOM,11.02,11.0105,11.099,11.0925,80834,11.0641
CETS,2026-02-04,CNYRUB_TOM,CNYRUB_TOM,11.1015,10.9575,11.1435,10.9865,101237,11.0342
CETS,2026-02-05,CNYRUB_TOM,CNYRUB_TOM,11.0,10.925,11.0705,11.07,86418,11.0062
CETS,2026-02-06,CNYRUB_TOM,CNYRUB_TOM,11.09,11.032,11.3155,11.142,113143,11.115
CETS,2026-02-09,CNYRUB_TOM,CNYRUB_TOM,11.19,11.1,11.211,11.165,72962,11.1705
CETS,2026-02-10,CNYRUB_TOM,CNYRUB_TOM,11.165,11.12,11.194,11.158,91438,11.1579
CETS,2026-02-11,CNYRUB_TOM,CNYRUB_TOM,11.1665,11.12,11.1995,11.15,117921,11.1611
CETS,2026-02-12,CNYRUB_TOM,CNYRUB_TOM,11.17,11.14,11.1855,11.173,88414,11.1578
CETS,2026-02-13,CNYRUB_TOM,CNYRUB_TOM,11.16,11.0805,11.175,11.096,72456,11.1411
CETS,2026-02-16,CNYRUB_TOM,CNYRUB_TOM,11.0985,11.051,11.1315,11.125,69351,11.0884
CETS,2026-02-17,CNYRUB_TOM,CNYRUB_TOM,11.1185,10.9765,11.132,10.99,38554,11.0692
CETS,2026-02-18,CNYRUB_TOM,CNYRUB_TOM,11.0155,10.9665,11.142,11.111,73718,11.0513
CETS,2026-02-19,CNYRUB_TOM,CNYRUB_TOM,11.111,11.0235,11.1185,11.05,102815,11.0757
CETS,2026-02-20,CNYRUB_TOM,CNYRUB_TOM,11.06,11.04,11.138,11.11,66880,11.0938
